PLANO;DESC MP;COD PRODUTO;PRODUTO;REFERENCIA;MATERIAL;MATERIAL MP;LARGURA;LARG;COMPRIMENTO;COMP;QTDE PLC;ORDEM;COD BARRA;ESPESSURA;VEIO;ID ORD PLANO;DT LOTE;NUM LOTE;PAP PLAST;COD MP;MASC ID MP;BORDA;FURACAO;COD BARRA ORD;QTDE ORD;G TOTAL GERAL
4727;CHAPA MDP BP 2F 15 MM;2140;PAINEL EDITAVEL REVEST INUS;;MDP^BP^BRAN;BRAN;670;670;150;150;1;180929180;ORD9535620;15;;;2023-08-30T07:38:06.535869;4727;;;;2,2,BORDA;;151492760;;
4727;CHAPA MDP BP 2F 15 MM;2140;PAINEL EDITAVEL REVEST INUS;;MDP^BP^BRAN;BRAN;670;670;220;220;1;180929299;ORD9535009;15;;;2023-08-30T07:36:00.530942;4727;;;;2,2,BORDA;;151490689;;
4727;CHAPA MDP BP 2F 15 MM;2140;PAINEL EDITAVEL REVEST INUS;;MDP^BP^BRAN;BRAN;100;100;840;840;1;180929168;ORD9535632;15;;;2023-08-30T07:34:27.218974;4727;;;;2,2,BORDA;;151492818;;
4727;CHAPA MDP BP 2F 15 MM;2140;PAINEL EDITAVEL REVEST INUS;;MDP^BP^BRAN;BRAN;100;100;840;840;1;180929168;ORD9535632;15;;;2023-08-30T07:32:52.523821;4727;;;;2,2,BORDA;;151492815;;
4727;CHAPA MDP BP 2F 15 MM;2140;PAINEL EDITAVEL REVEST INUS;;MDP^BP^BRAN;BRAN;100;100;570;570;1;180929170;ORD9535630;15;;;2023-08-30T07:32:27.999020;4727;;;;2,2,BORDA;;151492802;;
4727;CHAPA MDP BP 2F 15 MM;2140;PAINEL EDITAVEL REVEST INUS;;MDP^BP^BRAN;BRAN;100;100;570;570;1;180929170;ORD9535630;15;;;2023-08-30T07:30:56.442612;4727;;;;2,2,BORDA;;151492803;;
4727;CHAPA MDP BP 2F 15 MM;2140;PAINEL EDITAVEL REVEST INUS;;MDP^BP^BRAN;BRAN;100;100;635;635;1;180929181;ORD9535619;15;;;2023-08-30T07:30:15.156055;4727;;;;2,2,BORDA;;151492756;;
4727;CHAPA MDP BP 2F 15 MM;2140;PAINEL EDITAVEL REVEST INUS;;MDP^BP^BRAN;BRAN;670;670;220;220;1;180929299;ORD9535009;15;;;2023-08-30T07:29:08.656561;4727;;;;2,2,BORDA;;151490691;;
4727;CHAPA MDP BP 2F 15 MM;2140;PAINEL EDITAVEL REVEST INUS;;MDP^BP^BRAN;BRAN;115;115;635;635;1;180929219;ORD9535355;15;;;2023-08-30T07:28:04.199450;4727;;;;2,2,BORDA;;151491851;;
4727;CHAPA MDP BP 2F 15 MM;2140;PAINEL EDITAVEL REVEST INUS;;MDP^BP^BRAN;BRAN;100;100;600;600;1;180929173;ORD9535627;15;;;2023-08-30T07:27:07.282859;4727;;;;2,2,BORDA;;151492789;;
4727;CHAPA MDP BP 2F 15 MM;2140;PAINEL EDITAVEL REVEST INUS;;MDP^BP^BRAN;BRAN;115;115;600;600;1;180929225;ORD9535349;15;;;2023-08-30T07:26:32.119591;4727;;;;2,2,BORDA;;151491822;;
4727;CHAPA MDP BP 2F 15 MM;2140;PAINEL EDITAVEL REVEST INUS;;MDP^BP^BRAN;BRAN;115;115;640;640;1;180929221;ORD9535353;15;;;2023-08-30T07:25:55.458971;4727;;;;2,2,BORDA;;151491847;;
4727;CHAPA MDP BP 2F 15 MM;2140;PAINEL EDITAVEL REVEST INUS;;MDP^BP^BRAN;BRAN;100;100;840;840;1;180929168;ORD9535632;15;;;2023-08-30T07:25:18.096998;4727;;;;2,2,BORDA;;151492817;;
4727;CHAPA MDP BP 2F 15 MM;2140;PAINEL EDITAVEL REVEST INUS;;MDP^BP^BRAN;BRAN;809;809;220;220;1;180929203;ORD9535371;15;;;2023-08-30T07:13:59.491198;4727;;;;2,2,BORDA;;151491900;;
4727;CHAPA MDP BP 2F 15 MM;2140;PAINEL EDITAVEL REVEST INUS;;MDP^BP^BRAN;BRAN;670;670;220;220;1;180929299;ORD9535009;15;;;2023-08-30T07:13:29.893533;4727;;;;2,2,BORDA;;151490693;;
4719;CHAPA MDP BP 2F 18 MM;2140;PAINEL EDITAVEL REVEST INUS;;MDP^BP^FRIT;OLMO ITALIANO;80;80;864;864;1;180813115;ORD9513172;18;;;2023-08-30T00:27:28.462482;4719;;;;2,2,BORDA;;;;
4719;CHAPA MDP BP 2F 18 MM;2140;PAINEL EDITAVEL REVEST INUS;;MDP^BP^FRIT;OLMO ITALIANO;961;961;80;80;1;180813233;ORD9521667;18;;;2023-08-30T00:26:58.570702;4719;;;;2,2,BORDA;;;;
4719;CHAPA MDP BP 2F 25 MM;2141;PAINEL EDITAVEL REVEST RLZZ;;MDP^BP^OASI;OASIS ESSENCIAL WOOD;150;150;2061;2061;1;180816625;ORD9511419;25;;;2023-08-30T00:26:28.376507;4719;;;;2,2,BORDA;;;;
4719;CHAPA MDF BP 2F 15 MM;2141;PAINEL EDITAVEL REVEST RLZZ;;MDF^BP^GFTT;GRAFITO CHESS;220;220;2730;2730;1;180814229;ORD9512888;15;;;2023-08-30T00:23:38.323737;4719;;;;2,2,BORDA;;;;
4719;CHAPA MDF BP 2F 15 MM;2141;PAINEL EDITAVEL REVEST RLZZ;;MDF^BP^GFTT;GRAFITO CHESS;150;150;2730;2730;1;180814411;ORD9519049;15;;;2023-08-30T00:23:12.434913;4719;;;;2,2,BORDA;;;;
4719;CHAPA MDP BP 2F 15 MM;2141;PAINEL EDITAVEL REVEST RLZZ;;MDP^BP^SUPR;BRANCO SUPREMO CHESS;200;200;2730;2730;1;180814193;ORD9517904;15;;;2023-08-30T00:02:28.944173;4719;;;;2,2,BORDA;;;;
